Protein	10Y_1	10Y_2	4Y_1	4Y_2	1Y_1	1Y_2
O43521	1951.46	1482.83		1252.81	793.743	1197.18
O43524	3119.57	3337.87	4524.41	5004.36	5201.31	4735.85
O43542	14532.2	17646.3	20770	20554.3	20647.3	18569.8
O43567	5043.27	5740.87	5515.62	4669.81	5847.21	6892.84
O43572	5844.36	6474.96	5033.01	5750.09	4190.53	5341.39
O43583	108243	111342	155596	149227	91316.9	98016.3
O43592	73208.2	66652.2	81906.5	80442.9	81618.7	81829.7
O43598	120621	156074	163580	158711	154489	146133
O43615	228629	230820	234606	235057	230028	219686
O43617	68152.6	64357.3	52118.2	69996.3	59449.2	54288.6
O43633	32337.1	26656.3	35786	35877.7	19562.4	19404.3
O43639	10651.1	9958.79	10282.8	8827.49	9565.41	10037.6
O43657	37251.7	45307.1	49722.5	63765.9	50741	49984.9
O43660	24470.1	23053.2	25487.6	23869.7	26715.8	27353.8
O43663	56164.3	49695.1	56231.5	55914.6	65769.1	65532.2
O43665	40584.3	42201.7	43134.2	47290.7	47875.4	46702.7
O43670	224685	201299	245205	251982	283019	260913
O43674	2939.06	1479.93	4931.54	4099.24	4984.22	4219.56
O43676	153501	107655	73990.5	188676	242291	221626
O43678	15704.2	17941.9	22278.9	21730.6	13495	18487.8
O43681	188412	176770	180292	183944	229552	232851
O43683	4956.39	5834.26	5521.19	4877.24	5513.21	3349.52
O43684	317809	298739	354412	370670	380691	359793
O43707	311324	285050	342049	339187	334850	350228
O43708	33287.8	25796.4	26950.1	31418.9	31241.3	32103.7
O43709	7827.62	7330.41	7931.11	7293.29	8312.27	7399.86
O43715	10827.6	5841.45	10157.8	10851.6	5387.55	3717.92
O43716	32643.6	32988.9	37140.2	34403.6	34289.5	33441.4
O43719	122320	113017	144280	145159	151103	153161
O43741	9052.08	6983.24	7380.89	7888.43	9585.88	7961.32
O43747	87705.4	79645	91225.5	97782	90743.8	91937.5
O43752	11557.9	11442.9	17681.9	16488	10635.3	14126.9
O43759	22987.7	29937	28691.1	28927.6	23084.5	22371.8
O43760	90728.3	91178.9	109198	105911	42610	44435.7
O43761	2579.15	2137.93	4161.77		3542.71	2806.12
O43765	105956	103674	121934	133841	126455	124773
O43766	2055.86	5244.08	5722.54	5935.38	4229.02	2842.99
O43768	186230	156488	248636	239610	215211	208274
O43776	369876	355220	408894	410240	398723	413441
O43795	18422.3	17563.6	19852	18165.2	18545.7	17169.1
O43805	24283	18349.8	24737.8	22766	17089.6	17351.3
O43808	7482.42	7337.21	7227.41	4995.82	7152.61	6839.35
O43809	270598	226122	255184	264623	278912	248746
O43813	61613.3	51844.9	71889.5	71569.2	65683.1	62795.4
O43815	26859.4	23126.5	30599.2	30602.1	27495	29742.5
O43818	11263.2	5047.01	3607.82	1834.89	4873.41	5589.19
O43819	21700.7	21784.6	31596.9	25972.8	28193.4	33783.3
O43822	3473.45	3744.89	4644.42	3288.2	3692.51	3646.38
O43823	11892.2	11469.1	14518.3	12087.4	10650.9	10010.4
O43824	20270.2	17642.8	16553.1	20419	18053.1	18302.7
O43826	9378.75	10303.5	7948.44	11274.9	6982.08	9957.18
O43837	135038	124928	141297	142659	136510	134396
O43847	157681	152101	162754	155989	161716	165167
O43852	244755	241753	286349	274946	247270	259353
O43865	37700.3	37938.8	43125.1	54114.2	45109.7	51525.2
O43896	62807.2	59405	64595	61109.1	52487.3	52029.4
O43909		400.769	226.841	953.396	984.26	596.073
O43913	25785.9	23685.5	26382.3	27594.1	24983.6	22783.5
O43920	2379		2331.07	2320.71	3689.07	2392.8
O43924	24811.9	23613.3	32078.2	28912.6	26750.2	22712.6
O43929	30144.8	24999.1	31447.1	31630.2	31618.1	31817.2
O43933	32501.6	13633.5	22275.3	20558.5	27607.6	19726
O60216	25922	28660.9	26037.1	28757.1	27366.3	25911.2
O60218	26135.8	20444.2	17547.4	18480.7	20784.5	21415.9
O60220	31276.7	25596	43107.6	49525	26174.9	26194.4
O60229	6306.51	5104.94	7358.92	6147.05	3842.22	4621.77
O60231	59278.8	52051.7	57331.1	61939.3	60831.5	62617.3
O60232	180051	195447	187850	210595	208538	188212
O60234	72392.6	67970.1	72787.6	76309.4	55257.4	52736.6
O60237	6136.38	10373.8	6288.25	5779.11	4219.14	5813.66
O60238	1084.68	1856.73	3482.93	2869.08	2832.93	3984.3
O60242	4266.73	6533.46	5109.13	6384.19	3447.42	1768.06
O60244	19727.3	18824.2	21125.9	19226.5	19057.5	19236.7
O60256	117167	113864	114657	129923	118087	128013
O60264	22474.8	19335.4	22036.7	23083.3	23083	24132.5
O60271	50022.7	46703.6	51070.3	53511	53691.2	53118.1
O60281	6263.24	5283.62	6534.46	5737.18	7880.91	6769.19
O60282	31966.8	27624.6	30983.2	34417.8	28290.5	33939.8
O60287	3851.46	9269.33	9477.33	8807.42	9035.73	8614.54
O60291	4763.1				4542.27	6351.76
O60292	449.753	496.833	977.329	930.718	1343.26	761.5
O60293	16996.8	16689.5	18549.5	18236.8	17446.6	15449.9
O60294	11123.1	12585.8	11193.1	13384.4	14005.9	12847.8
O60303	5118.88	8345	6805.11	5893.71	3984.41	5228.06
O60306	28513.3	28579.9	27946.6	29086	28389.2	26942.6
O60307	17345.4	26590	11714.8	16403.6	16593.8	16384.1
O60313	39712.9	41243.2	45374.8	47910.2	47683.7	44501.9
O60315	11409.2				4497.83	3055.96
O60318	10146.5	8978	10264.7	10249.6	9583.3	10525.7
O60331	41957.2	22931.2	32388.3	51452.1	41641.2	40274.9
O60333	163457	176289	200186	226095	206765	207166
O60341	25500.6	26213.4	26220.9	26392	24454.9	26657.2
O60343	72313.3	73960	86441.1	89403.8	88724.9	87041.2
O60347	4142.26	4167.98	5524.52	3919.48	4014.45	5506.6
O60361	118848	84205.8	115277	113450	132841	138908
O60427	4946.61	5230.87	5623.02	8424.53	6049.97	5637.08
O60437	7448.5	8595.31	14693.7	15639.9	16131.9	14757.5
O60443	5019.85	6390.38	5189.52	7481.6	5396.91	6009.4
O60447	4023.87	6326.41	5723.27	4904.02	4768.96	6017.94
O60449	1904.36	2300.37	2735.64	2031.29	2942.73	4280.47
O60462		306.72	615			705.525
O60476	4994.71	872.724	5398.94	7569.67	2771.93	2042.7
O60488	117859	108931	125971	119390	133776	132079
O60493	40767.7	51810.8	52265.6	51058.2	45504.1	44546.6
O60499	10567	9898.38	12046.1	11818.1	9058.86	11660
O60502	91513.3	78373.5	88711.3	84083.3	84961	81166
O60504	3679.17	2917.54	3099	4449.94	4525.69	4114.96
O60506	433872	399848	454806	460532	483582	432717
O60508	11642.2	10906.1	11609.7	11248.4	10600.8	11058.3
O60512	53194.5			62320.5		
O60518	235786	234437	238392	269625	268381	261620
O60524	33787.7	36267.3	39113	38977	33235.7	34186.9
O60547	34545.2	31743.4	37719.7	39461.2	38628.9	37907.4
O60551	114116	95731.2	94747	112174	79962.7	85183.9
O60563	95909.4	89775.1	108469	101128	96444	114915
O60566	33225.6	34388	47069.3	42444.8	38235.5	41504.4
O60568	58566.9	60250.5	69693.8	62185.6	59872.3	70197.6
O60573	9522.1	10982.4	11882.4	11553	12729	11791.4
O60583	10895	7227.25	11032.6	10266.9	9703.57	13504.8
O60610	70444.9	69710.1	74152.1	76933	72384.5	69595.6
O60613	13078.9	9394.9	12236.2	14197.8	11218.8	10313.2
O60637	2701.93	4214.73	8314.26	6274.21	8436.24	7995.69
O60641	35517.1	28046.2	31324.9	28819.1	26210.3	25403.1
O60645	31112.3	25770.4	33729.5	30613.7	28513	27686.4
O60658			465.766		565.608	312.551
O60664	61625.6	57886.6	71311.7	67738.3	56331.2	60408.3
O60671	39968.5	28388	38113.8	45266.8	36471.4	35886.6
O60678	90027.8	79102.6	100601	99962.5	97569.8	102454
O60683	819			748.049	472.391	591.332
O60684	135265	131368	161996	166013	165324	170967
O60701	51682.8	49179.2	62301.9	63106.3	65118.7	62102.2
O60716	30491.1	26978	36204	35944	33463	34358.4
O60725	7585.86	6827.21	6697.72	5904.38	7708.43	7205.26
O60739	261381	246702	295781	269656	276957	268792
O60749	142864	138477	156423	158479	158467	149358
O60762	148662	122636	148348	131923	145691	152415
O60763	94247.3	95220.1	107532	102852	114271	108986
O60783	24241.3	20502.1	25333.8	29913.8	29771.6	24389.6
O60784	29461.7	30117.4	29449.6	32049.4	31496.4	31654.2
O60825	69295.2	58590.2	68876.8	56435.1	64727.6	68159.5
O60826	39809.8	38717.4	44410.8	45207.3	40245.6	40444.3
O60828	59182.1	52398.3	73226.9	76680.9	71120.3	65817.1
O60830	1933.1	1556.75	1286.19	2025.19	1673.32	1939.23
O60831	49438	35207.4	50853.8	50906.9	41155.7	46732.8
O60832	34052.3	33315.6	35173.6	34670.4	35501.8	33148.7
O60841	164034	151604	174224	175302	171748	172046
O60869	171277	168191	210124	211504	156295	142527
O60870	26033.2	28007.6	28745.3	26824.8	23339.5	25828.2
O60879	4838.06	7204.88	5183.08	3789.72	3721.29	3580.98
O60884	173269	173690	188965	193614	194843	194749
O60885	28115.9	26424.3	26127.5	30718.9	29539.1	26036.5
O60888	92628.1	125543	112838	115228	77770.4	63294.9
O60902	86045.4	42003.6	48505.5	57004.3	52766.9	60803.6
O60907	10967.9	12065.1	15759.2	13390.2	14514.5	12681.2
O60921	12063	10880.9	11720.2	12425.1	13320.5	11242.6
O60925	114985	125414	154428	151134	126660	124244
O60927	4180.95	2954.25	8610.79	6854.77	5343	8991.06
O60930	793.147	911.192	1067.2	534.381	1274.23	1810.43
O60934	220747	206791	232293	210573	224570	203729
O60941	9127.36	8956.73	10001.2	10347.9	9827.78	13329.3
O60942	12937.8	13344.1	14472.9	14015.1	14825.7	15207.6
O74700	23481.1	14373.3	15535.3	15881.8	1923.85	2503.12
O75027	5885.58	8467.43	7067.98	8089.65	10069.2	7319.82
O75037	5537.96	6464.42	7867.53	6748.32	4586.08	4941.01
O75044	16889.6	16148.2	16650.8	18008.5	18520.2	16772.3
O75052	404.374	456.035	94.8963	141.961	278.152	248.029
O75061	8399.03	11506.1	9021.06	8972.62	9889.72	9025.36
O75063	5644.84	2425.3	4137.03	4267.91	4111.66	3834.25
O75064	3568.21	4355.81	3598.6	2948.95	2107.52	3685.73
O75083	172554	165316	192276	201322	200587	192605
O75110	4631.32	3794	4163.53	4540.8	3654.36	3869.69
O75113	12627.4	12839	12254.5	14470.5	13330.1	13456.9
O75116	34272.3	34064.5	36203.4	39660	39591.1	38769.4
O75121		399.034	720.999	1200.52	1517.15	1339.14
O75122	35936.5	31592.9	40316.4	38065.3	37944	36998.1
O75127	13737.5	11515.4	12356.4	14616.7	13572.1	12480.4
O75128	3480.7	2206.84	2726.04	1999.38	2501.73	2063.88
O75131	30683.4	30333.4	36570.1	39730	37145.6	35299.9
O75132	2384.28	3672.63	2773.49		3263.88	5312.44
O75140	19631.5	16978.1	19288.9	17631.2	18124.6	17320.9
O75143	7205.3	5443.23	6000.09	6887.08	7386.87	6057.74
O75145	62561.2	39491.6	80605.3	72171.4	62185.9	70414.5
O75146	208321	223014	246436	239305	256837	250956
O75147	848266	962310	1078910	1254810	1071680	1032330
O75150	43533	43349.6	50396.9	49529.9	46559.7	46037.2
O75152	29208.6	32027	35331.5	35976.3	32378.1	32413.2
O75153	79121.9	72499.3	80667.6	84357.7	82708.8	82868.1
O75155	15485.3	15241.3	16030.4	16946.5	16725.8	14880.2
O75157	6275.86	5651.28	6312.84	7987	7567.15	6047.8
O75164	7749.65	6152.13	8459.21	6401.87	6184.68	7150.68
O75165	19557.9	18882.4	19935.7	19831.8	19028.5	19392.8
O75167	4037.62	4216.32	6631.36	4012.67	3091.61	2080.79
O75170	8838.75	5957.36	8201.92	7663.98	8889.85	8350.02
O75175	42173.6	43094.2	49554.8	46866.8	35071.8	33123.8
O75179	52189.6	50892.2	54521.9	56293.9	53954.8	53172.6
O75182	29654.3	26258	33368.7	25429.1	30785.1	28262.8
O75190	34305.6	31696.4	36234.1	31483.9	35613.5	34146.2
O75191	12679.2	14893	15023.4	15322.4	14324.2	13258.3
O75208	15259.3	16921	18575.5	16151.7	18828.9	21312.7
O75223	98243.2	94195	102877	103855	94036.6	97487.2
O75251	34712.9	36131.7	38934.2	34603.9	32890.9	27011.9
O75298	4758.66	3889.78	3411.23	5811.73	5630.12	5921.44
O75306	50002.6	47634.2	54336.2	48749.8	50930.8	49391.7
O75312	72772.4	76979.3	79485.5	81787.2	68974.1	71254.9
O75319	5401	5226.63	13702.6	3853.61	3584.6	3750.68
O75323	80943.4	81706.8	86232.3	87750	90318.6	92216.4
O75330	28300.1	26509.3	29338	29474.8	24233	22102.3
O75340	56950.8	46780.3	86973.3	83200.6	75155.3	66048.2
O75347	901043	750314	1220860	1277320	1006950	1015740
O75348	72930.2	67257.1	88402.3	90986.6	98012.4	95391
O75351	26830.3	23883.6	27493.7	26007.3	32346.5	30867.5
O75352	37904.1	48971	54223.6	37358	46282.6	35308.7
O75362		646.352	803.98	1311.37	2834	1937.57
O75368	85115	86363.8	103400	88794.2	74574.2	81403.3
O75369	164962	147859	175585	176198	167956	168333
O75376	16771.1	14591.1	15296	17260.1	14608.3	15052.2
O75379	3962.32	1842.57	1898.01	3041.37	2323.6	2166.24
O75380	2479.49	2367.97	4774.92	5531.34	2649.39	3056.15
O75381	16261.3	14068.2	15065.8	20945.7	21334.5	16600
O75382	8772.14	9621.6	11021.9	11476.2	11733.8	7860.54
O75386	2169.64	1967.76	1606.58	2247.95	1674.44	1243.96
O75390	873962	817744	882594	855707	852969	773468
O75391	33484.9	30822.8	47837.2	39434	44076.8	41430.1
O75394	2732.82	2725.36	2788.43	3607.26	4194.75	3002.16
O75396	105648	104350	108527	112561	110119	116882
O75400	95522.7	91088.3	97826	95588.4	92073	94423.8
O75410	6999.98	7246.97	8318.51	9670.16	8304.14	9331.05
O75414	15024.8	16299.4	15940.8	18642.9	15884.2	15776.7
O75419	23909.6	25968.8	27208.2	31059.9	27541.9	25626.5
O75420	3120.77	1864.94	3536.3	1804.66	3202.34	5000.17
O75427	4206.23	4160.83	3825.49	4742.67	4216.83	5306.73
O75431					2313.92	1603.04
O75436	174459	175215	190932	190139	206155	205401
O75439	77314.2	73262.9	91169.1	92748.9	81975.7	84954.2
O75446	2996.79	7104.24	6411.42	5365.13	3918.05	5475.43
O75448	10412.6	10070.9	10356.9	10746.1	10290.8	11233.8
O75449	16864.9	16947.6	18792.5	16428.5	15678.6	15805.7
O75460	22012.7	25906.5	25032.6	13086.7	21823.6	25782.5
O75475	21028.1	20041.9	23447.7	20208.5	23130.7	30235.3
O75477	38641	41705.8	40777	46671.2	38989.3	37553.3
O75478	6180.9	5718.93	3847.24	6769.6	6268.98	5006.8
O75486	4205.99	3199.61	3407.14	2492.86	2202.94	2470.78
O75487	6738.13	8147.14	8395.44	5900.07	8343.91	7108.98
O75489	58055.9	60513.3	63029.5	61395.8	63316.4	62244.4
O75494	28988.9	30308.7	27618.3	24823.5	31515.4	33342.7
O75496	14575.7	12162.6	16846.9	19270	16695.8	15568.1
O75503	33375	30023	37395.8	38327.6	38832.2	40498.7
O75506	7355.81					
O75521	48234.1	47653.1	52782.8	51677	50445.6	43785.1
O75525	483007	462595	536208	505605	293406	393415
O75528	6633.84	5448.79	8307.28	7898.97	7594.47	7736.7
O75529	8278.8	6950.04	8099.37	7657.91	6850.42	7314.21
O75530	12556.2	13105.3	13572.5	15591.9	14708.2	14776.9
O75531	218965	216075	290687	292504	216243	231192
O75533	463209	435566	510102	517712	504687	511124
O75534	154128	148615	156227	166837	146943	146215
O75554	19764.5	20032.4	23371.7	25606.7	17823.9	22463.8
O75569	16840.6	17932.1	20229.5	19523.1	20623.2	19879
O75570	10688.5	12068.6	10652.6	10594.2	8911.37	9037.34
O75575	19197.1	16642.4	31010.2	29371.9	24484.5	25062
O75581	13479.1	22418.4	23519.5	25745.3	14863.1	6454.87
O75582	6047.11	5384.46	4817.34	4732.83	5742.62	5354.67
O75586	11679.3	7814.71	9160.13	8043.2	11138.2	10973.3
O75592	61324	55243.8	59752.1	61864.7	58697.6	59719.1
O75600	15300.2	14182.1	15550.8	15819.5	16969	16515.7
O75607	97956.9	80143.2	109731	122617	99944.8	106376
O75608	109253	115520	122867	100553	92007.9	96892
O75616	26405.1	27292.4	24109.4	26326.9	26595	27295.5
O75643	210655	203185	228794	225692	227244	230006
O75648	9816.02	8708.02	10433.4	9783.6	10140.6	10903.7
O75663	77995	84245.5	93072.8	101808	108054	102861
O75665	814.206	635.802	1474.29	990.746	960.029	769.975
O75674	21718.6	23800.2	26491.5	24479.2	28060.8	30766.8
O75676	4312.63	8232.36	7140.6	5537.59	6690.66	5835.4
O75683	3861.21	5029.8	7882.08	9881.36	3351.93	3513.25
O75688	162102	147078	185937	169160	136068	143497
O75691	23536.6	31016.3	23369.5	27656	20691.5	19143
O75694	53116.4	52209.4	54610.4	55441.6	54378.7	58836.6
O75695	8777.11	5433.85	5892.12	9464.45	9909.57	3150.7
O75717	41686.2	35716.9	44004.9	41643.7	41314.7	42021.9
O75718	49601.4	43670.3	47236.8	48887.2	51890.2	47356.9
O75746	27734.8	19538.1	31790.3	35511.3	36899.7	39520
O75764	2722.34	2545.46	2765.62	2179.31	645.211	3818.5
O75771	2193.64	1515.43	1492.64	2947.06	2270.2	2067.71
O75781	2207.78	3961	4392.65	3803.33	3341.86	2511.21
O75787	10017.2	9850.88	8939.16	9238.86	9588.94	8291.52
O75792	31660.2	39691.5	36284	37109.7	30230.7	31930
O75794	42141.7	38904.3	44770	42228.3	49531.4	45220.2
O75808	765.331	4076.54	1356.58	2350.65	2270.19	3891.11
O75817	28295.5	21065.3	26014.2	27762.8	27422.1	26165.5
O75818	23595.6	29273.9	33782	32202.4	35722.6	36810
O75821	297981	255443	315388	331843	297874	288144
O75822	231873	214133	257147	253020	226724	219713
O75828	45516.4	51563.8	50409.7	58217.1	30054.3	39788.8
O75832	79255.1	63989.2	84272	79452.5	80108.8	83975.4
O75843	17450.5	15161.1	12128.8	16375.8	16724.1	15848
O75844	35673.2	38067.6	45130.1	48097.3	52247.5	50109.1
O75864	2303.65	1990.5	1834.17	2700.69	1969.61	2470.04
O75874	117278	111060	121262	116210	117947	116486
O75879	29223.5	30906.2	34420.8	33040.5	31153.8	30982.5
O75880	31123.9	31940.1	30125.8	31298.1	30772.5	26549.2
O75882	2009.76	1569.4	1864.79	1130.67	1425.95	2331.6
O75884	34330.4	37362.3	34617.5	34958.8	41840.4	35664.2
O75886	12209.9	11518.8	13231.4	13764.8	14520	13593.8
O75891	15314.6	16675.8	21847.2	21177.7	25929.8	21741.1
O75896			2267.5		556.898	1866.24
O75907	689.479	87.0307	634.732	948.89	982.454	1359.97
O75909	52451.6	61143.9	64600.5	73089.5	65364.4	66266.5
O75911	7886.19	6907.6	7315.81	7075.61	6000.61	5155.8
O75914	74148.7	85941.1	88565.6	98800.6	90900.7	94305
O75915	137391	140095	140329	121247	147660	141488
O75923	29687.1		32274.9	41918.2	7996.32	5050.63
O75925	9557.98	7970.66	8220.75	11650	8851.12	9321.37
O75928	4477.24	6594.25	4966.11	3617.27	3505.9	3459.71
O75934	43889.2	36831.2	55722.2	52790.7	50377.1	48778.2
O75935	76199	61268.4	104333	97732.9	79190.9	71253.9
O75937	299636	249764	365825	347936	314073	281780
O75940	34696.8	31748.1	39171.3	42193.7	34518	34329.5
O75943	6039.69	7334.36	5560.16	5492.7	6337.86	8322.32
O75947	15985.8	17659	18049	19449.6	12812.8	15277.1
O75955	9701.44	9389.07	9938.76	12722.2	11545.8	11553.5
O75962	13052.9	8739.93	15725	13604	15633.8	13371.1
O75964	20598.4	17117.9	23244.6	27640.1	22044.1	21839.8
O75970	7086.48	7584.06	8338.84	7970.85	7820.57	8416.63
O75976	39440.1	39290.6	39446.3	42079.9	41830.2	41055.5
O75995	19643.2	15738.2	42435.8	45668.5	28811	26426.5
O76003	418876	395375	438470	419918	435816	439018
O76014		1327.89	2883	2517.22	2501.99	2231.42
O76021	44176.7	46051.6	51439	38267.7	44231.9	44226.9
O76024	11691.9	13202.7	14155.5	11882.5	13031.2	13428.4
O76031	119926	109431	124104	138801	134545	126756
O76039	61710.8	50115.6	89081.3	87001	92205.4	94164.2
O76041	709.995	630.92	1374.71	752.176	1006.61	734.131
O76054	6619.22	3421.36	7257.1	4708.2	3730.6	3867.8
O76061					3310.07	5591
O76064		2142.88		778.438	2018.25	1975.46
O76070	8821.57	3258.41	7532.32	6157.11	4421.35	4628.56
O76071	22830.5	26601.3	29017.7	28071.3	28651.5	29324.9
O76074	2761.13	2647.84	3303.54	3018.66	3713.75	2689.57
O76075	27877.1	23623	30321.4	22110.9	34222.1	29657.4
O76080	1752.48	1399.68	1938.21	1955.19	983.498	1473.54
O76094	94821.9	86122.4	110520	104309	105031	104705
O76095	6240.84	5223.51	15046.8	9200.26	14426.7	12383.9
O77932	7177.42	7017.57	11917.9	6311.75	9377.62	9080.76
O94760	49411.8	49499.6	54251.5	59304.6	51673	56234.1
O94761	38939	43081.9	58764.7	51236.1	45652.5	48594.7
O94762	6064.38	6444.91	7008.71	7307.96	6767.85	5956.82
O94763	18774.3	18999	24891.3	24012.3	23103	20601.2
O94766	6810.27	6946.21	3908.61	6517.41	6815.62	6260.08
O94768	2538.88	1512.21	1537.3	2211.66	1816.28	1632.64
O94776	155755	147111	159990	163930	156223	162502
O94778	2986.26	2786.72	3984.3	3299.81	2770.63	2409.56
O94782	455955	426721	366640	412188	458678	403802
O94788	406794	346806	394741	384276	435099	457308
O94804	14273.8	14429.8	12746.4	14435.1	12920.8	14365.8
O94805	6785.62			5960.55		
O94806	11795.5	12106	9741.51	11595.9	9443.29	11022.9
O94808	14448.9	13677.6	15849.7	12947.8	13732.8	12097.2
O94811	3300.02	6729.76	6586.31	5901.31	7414.37	5063.41
O94813	25723.5	33678.8	39072.1	25618.6	24548.3	28370.6
O94817	10937.8	12822.9	8605.57	10620.2	11147.9	10332.3
O94819	5223.35	4943.46	6831.71	6093.3	6629.45	7569.61
O94822	261240	252212	324534	305809	256232	265200
O94826	31199.1	36431.9	35703.1	40708.1	37534.1	37389.8
O94829	10392.3	10972.4	10920.3	11725	12189.7	13031.6
O94830	5759.19	6247.87	5773.93	6787.47	6179.46	6382.46
O94832	10255.2	8126.64	8534.33	9209.99	9113.9	7085.82
O94842	29875.9	26202.7	34766	31185.3	35706.5	32252.4
O94855	20367.4	19696.9	19033	19113.6	17112.2	18983.5
O94864	4821.24	10006.6	11555.5	9787.86	11584.4	9795.5
O94868	2318.49	1089.91	1781.82	3002.13	2509.92	1911.94
O94874	28009.7	24040.9	28455.6	24025	27321.4	25457.4
O94876			2530.41			
O94886	2955.93			2680.64	3208.26	3477.45
O94888	38424.9	38743.4	42509.6	41799.9	41193.3	42226.5
O94889	6949.86	7616.35	5917.48	6919.71	9092.12	5395.43
O94898				332.791	1849.67	1199.25
O94901	94523.2	97320.5	75269.5	71455.4	63630	54596.6
O94903	51391.3	52164.4	62868.3	58528	56227.3	55832.4
O94905	41089.8	40828.2	48892	48688.3	45257.7	44492.1
O94906	291615	280799	299241	311309	300414	298383
O94910	3780.12		2462.93	5469.71	2511.27	12380.1
O94913	40478.5	39303.6	46270.6	40413.8	40738.3	43996.7
O94915	130553	107376	108801	117334	112365	109800
O94916	9377.6	8240.22	9032.74	10274.5	10666.2	8323.77
O94919	9804.05	10052.4	10969	8752.62	12097.5	9652
O94923	3149.79		1722.71	1005.56	2923.19	
O94925	60398.5	68946.5	69487.2	77478.5	85323.3	84137.5
O94927	25034.3	22309.3	27670.6	25834.5	22706	24106.2
O94952		3476.16	3152.63	2807.56	1893.63	2702.97
O94953	4825.73	3660.31	6662.49	5394.65	6275.42	6057.31
O94964	5526.57	7223.07	5607.39	6486.28	2834.69	3153
O94966	16038.1	13748	17736.2	18808.3	16936.1	16564.4
O94967	5070.76	5144.62	5339.54	3528.39	4813.52	3583.87
O94972	3694.93	886.335	3260.12	2205.94	2306.27	1432.85
O94973	48264.5	45759	54387	54352.2	50776.8	49265.7
O94979	112483	117967	124002	123225	114121	114525
O94985	2533.52	3030.7	3131.86	2906.92	3560.18	4652.67
O94986	94388.3	95047.2	66450.1	67343.1	45167.5	39691.9
O94991	3360.2	8588.99	4203.37	5173.56	4762.13	6695.77
